0,正
1,趙
2,錢
3,孫
4,李
5,周
6,吳
7,鄭
8,王
9,馮
10,陳
11,褚
12,衞
13,蔣
14,沈
15,韓
16,楊
17,朱
18,秦
19,尤
20,許
21,何
22,呂
23,施
24,張
25,孔
26,曹
27,嚴
28,華
29,金
30,魏
31,陶
32,姜
33,戚
34,謝
35,鄒
36,喩
37,柏
38,水
39,竇
40,章
41,雲
42,蘇
43,潘
44,葛
45,奚
46,范
47,彭
48,郎
49,魯
50,韋
51,昌
52,馬
53,苗
54,鳳
55,花
56,方
57,兪
58,任
59,袁
60,柳
61,酆
62,鮑
63,史
64,唐
65,費
66,廉
67,岑
68,薛
69,雷
70,賀
71,倪
72,湯
73,滕
74,殷
75,羅
76,畢
77,郝
78,鄔
79,安
80,常
81,樂
82,于
83,時
84,傅
85,皮
86,卞
87,齊
88,康
89,伍
90,余
91,元
92,卜
93,顧
94,孟
95,平
96,黃
97,和
98,穆
99,蕭
100,尹
101,姚
102,邵
103,湛
104,汪
105,祁
106,毛
107,禹
108,狄
109,米
110,貝
111,明
112,臧
113,計
114,伏
115,成
116,戴
117,談
118,宋
119,茅
120,龐
121,熊
122,紀
123,舒
124,屈
125,項
126,祝
127,董
128,梁
129,杜
130,阮
131,藍
132,閔
133,席
134,季
135,麻
136,強
137,賈
138,路
139,婁
140,危
141,江
142,童
143,顏
144,郭
145,梅
146,盛
147,林
148,刁
149,鍾
150,徐
151,邱
152,駱
153,高
154,夏
155,蔡
156,田
157,樊
158,胡
159,凌
160,霍
161,虞
162,萬
163,支
164,柯
165,昝
166,管
167,盧
168,莫
169,經
170,房
171,裘
172,繆
173,干
174,解
175,應
176,宗
177,丁
178,宣
179,賁
180,鄧
181,郁
182,單
183,杭
184,洪
185,包
186,諸
187,左
188,石
189,崔
190,吉
191,鈕
192,龔
193,程
194,嵇
195,邢
196,滑
197,裴
198,陸
199,榮
200,翁
201,荀
202,羊
203,於
204,惠
205,甄
206,麴
207,家
208,封
209,芮
210,羿
211,儲
212,靳
213,汲
214,邴
215,糜
216,松
217,井
218,段
219,富
220,巫
221,烏
222,焦
223,巴
224,弓
225,牧
226,隗
227,山
228,谷
229,車
230,侯
231,宓
232,蓬
233,全
234,郗
235,班
236,仰
237,秋
238,仲
239,伊
240,宮
241,甯
242,仇
243,欒
244,暴
245,甘
246,鈄
247,厲
248,戎
249,祖
250,武
251,符
252,劉
253,景
254,詹
255,束
256,龍
257,葉
258,幸
259,司
260,韶
261,郜
262,黎
263,薊
264,薄
265,印
266,宿
267,白
268,懷
269,蒲
270,邰
271,從
272,鄂
273,索
274,咸
275,籍
276,賴
277,卓
278,藺
279,屠
280,蒙
281,池
282,喬
283,陰
284,鬱
285,胥
286,能
287,蒼
288,雙
289,聞
290,莘
291,黨
292,翟
293,譚
294,貢
295,勞
296,逄
297,姬
298,申
299,扶
300,堵
301,冉
302,宰
303,酈
304,雍
305,郤
306,璩
307,桑
308,桂
309,濮
310,牛
311,壽
312,通
313,邊
314,扈
315,燕
316,冀
317,郟
318,浦
319,尚
320,農
321,溫
322,別
323,莊
324,晏
325,柴
326,瞿
327,閻
328,充
329,慕
330,連
331,茹
332,習
333,宦
334,艾
335,魚
336,容
337,向
338,古
339,易
340,愼
341,戈
342,廖
343,庾
344,終
345,曁
346,居
347,衡
348,步
349,都
350,耿
351,滿
352,弘
353,匡
354,國
355,文
356,寇
357,廣
358,祿
359,闕
360,東
361,歐
362,殳
363,沃
364,利
365,蔚
366,越
367,夔
368,隆
369,師
370,鞏
371,厙
372,聶
373,晁
374,句
375,敖
376,融
377,冷
378,訾
379,辛
380,闞
381,那
382,簡
383,饒
384,空
385,曾
386,毋
387,沙
388,乜
389,養
390,鞠
391,須
392,豐
393,巢
394,關
395,蒯
396,相
397,查
398,后
399,荊
400,紅
401,游
402,竺
403,權
404,逯
405,蓋
406,益
407,桓
408,公
409,万俟
410,司馬
411,上官
412,歐陽
413,夏侯
414,諸葛
415,聞人
416,東方
417,赫連
418,皇甫
419,尉遲
420,公羊
421,澹臺
422,公冶
423,宗政
424,濮陽
425,淳于
426,單于
427,太叔
428,申屠
429,公孫
430,仲孫
431,軒轅
432,令狐
433,鍾離
434,宇文
435,長孫
436,慕容
437,鮮于
438,閭丘
439,司徒
440,司空
441,亓官
442,司寇
443,仉
444,督
445,子車
446,顓孫
447,端木
448,巫馬
449,公西
450,漆雕
451,樂正
452,壤駟
453,公良
454,拓跋
455,夾谷
456,宰父
457,穀梁
458,晉
459,楚
460,閆
461,法
462,汝
463,鄢
464,涂
465,欽
466,段干
467,百里
468,東郭
469,南門
470,呼延
471,歸
472,海
473,羊舌
474,微生
475,岳
476,帥
477,緱
478,亢
479,況
480,後
481,有
482,琴
483,梁丘
484,左丘
485,東門
486,西門
487,商
488,牟
489,佘
490,佴
491,伯
492,賞
493,南宮
494,墨
495,哈
496,譙
497,笪
498,年
499,愛
500,陽
501,佟
502,第五
503,言
504,福
